Partenza,Destinazione,Peso del link
Sassari,Milano,0.0
Sassari,Bergamo,0.0
Sassari,Brescia,0.0
Sassari,Pavia,0.0
Sassari,Lodi,0.0
Sassari,Cremona,0.0
Sassari,Mantova,0.0
Sassari,Bolzano,0.0
Sassari,Trento,0.0
Sassari,Treviso,0.0
Sassari,Gorizia,0.0
Sassari,L'Aquila,0.0
Sassari,Teramo,0.0
Sassari,Pescara,0.0
Sassari,Chieti,0.0
Sassari,Isernia,0.0
Sassari,Lecce,0.0
Sassari,Potenza,0.0
Sassari,Matera,0.0
Sassari,Sassari,0.0
Sassari,Nuoro,0.0
Sassari,Cagliari,0.0
Sassari,Oristano,0.0
Sassari,Cosenza,0.0
Sassari,Massa,0.0
Sassari,Benevento,0.0
Sassari,Caserta,0.0
Sassari,Lucca,0.0
Sassari,Vicenza,0.0
Sassari,Belluno,0.0
Sassari,Crotone,0.0
Sassari,Salerno,0.0
Sassari,Prato,0.0
Sassari,Napoli,0.0
Sassari,Avellino,0.0
Sassari,Verona,0.0
Sassari,Reggio di Calabria,0.0
Sassari,Padova,0.0
Sassari,Campobasso,0.0
Sassari,Vibo Valentia,0.0
Sassari,Arezzo,0.0
Sassari,Catanzaro,0.0
Sassari,Pistoia,0.0
Sassari,Firenze,0.0
Sassari,Monza,0.0
Sassari,Livorno,0.0
Sassari,Venezia,0.0
Sassari,Rovigo,0.0
Sassari,Pisa,0.0
Sassari,Catania,0.0
Sassari,Trieste,0.0
Sassari,Foggia,0.0
Sassari,Caltanissetta,0.0
Sassari,Bari,0.0
Sassari,Siena,0.0
Sassari,Udine,0.0
Sassari,Taranto,0.0
Sassari,Siracusa,0.0
Sassari,Enna,0.0
Sassari,Trapani,0.0
Sassari,Agrigento,0.0
Sassari,Grosseto,0.0
Sassari,Brindisi,0.0
Sassari,Ragusa,0.0
Sassari,Perugia,0.0
Sassari,Terni,0.0
Sassari,Fermo,0.0
Sassari,Messina,0.0
Sassari,Palermo,0.0
Sassari,Barletta,0.0
Sassari,Forlì,0.0
Sassari,Pordenone,0.0
Sassari,Rimini,0.0
Sassari,Parma,0.0
Sassari,Macerata,0.0
Sassari,Modena,0.0
Sassari,Latina,0.0
Sassari,Ferrara,0.0
Sassari,Bologna,0.0
Sassari,Pesaro,0.0
Sassari,Ancona,0.0
Sassari,Piacenza,0.0
Sassari,Ascoli Piceno,0.0
Sassari,Reggio nell'Emilia,0.0
Sassari,Rieti,0.0
Sassari,Roma,0.0
Sassari,Ravenna,0.0
Sassari,Frosinone,0.0
Sassari,Novara,0.0
Sassari,Alessandria,0.0
Sassari,Viterbo,0.0
Sassari,Asti,0.0
Sassari,Biella,0.0
Sassari,Cusio,0.0
Sassari,Torino,0.0
Sassari,Cuneo,0.0
Sassari,Vercelli,0.0
Sassari,Savona,0.0
Sassari,Genova,0.0
Sassari,Imperia,0.0
Nuoro,La Spezia,0.0
Nuoro,Varese,0.0
Nuoro,Como,0.0
Nuoro,Lecco,0.0
Nuoro,Sondrio,0.0
Nuoro,Milano,0.0
Nuoro,Bergamo,0.0
Nuoro,Brescia,0.0
Nuoro,Pavia,0.0
Nuoro,Lodi,0.0
Nuoro,Cremona,0.0
Nuoro,Mantova,0.0
Nuoro,Bolzano,0.0
Nuoro,Trento,0.0
Nuoro,Treviso,0.0
Nuoro,Gorizia,0.0
Nuoro,L'Aquila,0.0
Nuoro,Teramo,0.0
Nuoro,Pescara,0.0
Nuoro,Chieti,0.0
Nuoro,Isernia,0.0
Nuoro,Lecce,0.0
Nuoro,Potenza,0.0
Nuoro,Matera,0.0
Nuoro,Sassari,0.0
Nuoro,Nuoro,0.0
Nuoro,Cagliari,0.0
Nuoro,Oristano,0.0
Nuoro,Cosenza,0.0
Nuoro,Massa,0.0
Nuoro,Benevento,0.0
Nuoro,Caserta,0.0
Nuoro,Lucca,0.0
Nuoro,Vicenza,0.0
Nuoro,Belluno,0.0
Nuoro,Crotone,0.0
Nuoro,Salerno,0.0
Nuoro,Prato,0.0
Nuoro,Napoli,0.0
Nuoro,Avellino,0.0
Nuoro,Verona,0.0
Nuoro,Reggio di Calabria,0.0
Nuoro,Padova,0.0
Nuoro,Campobasso,0.0
Nuoro,Vibo Valentia,0.0
Nuoro,Arezzo,0.0
Nuoro,Catanzaro,0.0
Nuoro,Pistoia,0.0
Nuoro,Firenze,0.0
Nuoro,Monza,0.0
Nuoro,Livorno,0.0
Nuoro,Venezia,0.0
Nuoro,Rovigo,0.0
Nuoro,Pisa,0.0
Nuoro,Catania,0.0
Nuoro,Trieste,0.0
Nuoro,Foggia,0.0
Nuoro,Caltanissetta,0.0
Nuoro,Bari,0.0
Nuoro,Siena,0.0
Nuoro,Udine,0.0
Nuoro,Taranto,0.0
Nuoro,Siracusa,0.0
Nuoro,Enna,0.0
Nuoro,Trapani,0.0
Nuoro,Agrigento,0.0
Nuoro,Grosseto,0.0
Nuoro,Brindisi,0.0
Nuoro,Ragusa,0.0
Nuoro,Perugia,0.0
Nuoro,Terni,0.0
Nuoro,Fermo,0.0
Nuoro,Messina,0.0
Nuoro,Palermo,0.0
Nuoro,Barletta,0.0
Nuoro,Forlì,0.0
Nuoro,Pordenone,0.0
Nuoro,Rimini,0.0
Nuoro,Parma,0.0
Nuoro,Macerata,0.0
Nuoro,Modena,0.0
Nuoro,Latina,0.0
Nuoro,Ferrara,0.0
Nuoro,Bologna,0.0
Nuoro,Pesaro,0.0
Nuoro,Ancona,0.0
Nuoro,Piacenza,0.0
Nuoro,Ascoli Piceno,0.0
Nuoro,Reggio nell'Emilia,0.0
Nuoro,Rieti,0.0
Nuoro,Roma,0.0
Nuoro,Ravenna,0.0
Nuoro,Frosinone,0.0
Nuoro,Novara,0.0
Nuoro,Alessandria,0.0
Nuoro,Viterbo,0.0
Nuoro,Asti,0.0
Nuoro,Biella,0.0
Nuoro,Cusio,0.0
Nuoro,Torino,0.0
Nuoro,Cuneo,0.0
Nuoro,Vercelli,0.0
Nuoro,Savona,0.0
Nuoro,Genova,0.0
Nuoro,Imperia,0.0
Cagliari,La Spezia,0.0
Cagliari,Varese,0.0
Cagliari,Como,0.0
Cagliari,Lecco,0.0
Cagliari,Sondrio,0.0
Cagliari,Milano,0.0
Cagliari,Bergamo,0.0
Cagliari,Brescia,0.0
Cagliari,Pavia,0.0
Cagliari,Lodi,0.0
Cagliari,Cremona,0.0
Cagliari,Mantova,0.0
Cagliari,Bolzano,0.0
Cagliari,Trento,0.0
Cagliari,Treviso,0.0
Cagliari,Gorizia,0.0
Cagliari,L'Aquila,0.0
Cagliari,Teramo,0.0
Cagliari,Pescara,0.0
Cagliari,Chieti,0.0
Cagliari,Isernia,0.0
Cagliari,Lecce,0.0
Cagliari,Potenza,0.0
Cagliari,Matera,0.0
Cagliari,Sassari,0.0
Cagliari,Nuoro,0.0
Cagliari,Cagliari,0.0
Cagliari,Oristano,0.0
Cagliari,Cosenza,0.0
Cagliari,Massa,0.0
Cagliari,Benevento,0.0
Cagliari,Caserta,0.0
Cagliari,Lucca,0.0
Cagliari,Vicenza,0.0
Cagliari,Belluno,0.0
Cagliari,Crotone,0.0
Cagliari,Salerno,0.0
Cagliari,Prato,0.0
Cagliari,Napoli,0.0
Cagliari,Avellino,0.0
Cagliari,Verona,0.0
Cagliari,Reggio di Calabria,0.0
Cagliari,Padova,0.0
Cagliari,Campobasso,0.0
Cagliari,Vibo Valentia,0.0
Cagliari,Arezzo,0.0
Cagliari,Catanzaro,0.0
Cagliari,Pistoia,0.0
Cagliari,Firenze,0.0
Cagliari,Monza,0.0
Cagliari,Livorno,0.0
Cagliari,Venezia,0.0
Cagliari,Rovigo,0.0
Cagliari,Pisa,0.0
Cagliari,Catania,0.0
Cagliari,Trieste,0.0
Cagliari,Foggia,0.0
Cagliari,Caltanissetta,0.0
Cagliari,Bari,0.0
Cagliari,Siena,0.0
Cagliari,Udine,0.0
Cagliari,Taranto,0.0
Cagliari,Siracusa,0.0
Cagliari,Enna,0.0
Cagliari,Trapani,0.0
Cagliari,Agrigento,0.0
Cagliari,Grosseto,0.0
Cagliari,Brindisi,0.0
Cagliari,Ragusa,0.0
Cagliari,Perugia,0.0
Cagliari,Terni,0.0
Cagliari,Fermo,0.0
Cagliari,Messina,0.0
Cagliari,Palermo,0.0
Cagliari,Barletta,0.0
Cagliari,Forlì,0.0
Cagliari,Pordenone,0.0
Cagliari,Rimini,0.0
Cagliari,Parma,0.0
Cagliari,Macerata,0.0
Cagliari,Modena,0.0
Cagliari,Latina,0.0
Cagliari,Ferrara,0.0
Cagliari,Bologna,0.0
Cagliari,Pesaro,0.0
Cagliari,Ancona,0.0
Cagliari,Piacenza,0.0
Cagliari,Ascoli Piceno,0.0
Cagliari,Reggio nell'Emilia,0.0
Cagliari,Rieti,0.0
Cagliari,Roma,0.0
Cagliari,Ravenna,0.0
Cagliari,Frosinone,0.0
Cagliari,Novara,0.0
Cagliari,Alessandria,0.0
Cagliari,Viterbo,0.0
Cagliari,Asti,0.0
Cagliari,Biella,0.0
Cagliari,Cusio,0.0
Cagliari,Torino,0.0
Cagliari,Cuneo,0.0
Cagliari,Vercelli,0.0
Cagliari,Savona,0.0
Cagliari,Genova,0.0
Cagliari,Imperia,0.0
Oristano,La Spezia,0.0
Oristano,Varese,0.0
Oristano,Como,0.0
Oristano,Lecco,0.0
Oristano,Sondrio,0.0
Oristano,Milano,0.0
Oristano,Bergamo,0.0
Oristano,Brescia,0.0
Oristano,Pavia,0.0
Oristano,Lodi,0.0
Oristano,Cremona,0.0
Oristano,Mantova,0.0
Oristano,Bolzano,0.0
Oristano,Trento,0.0
Oristano,Treviso,0.0
Oristano,Gorizia,0.0
Oristano,L'Aquila,0.0
Oristano,Teramo,0.0
Oristano,Pescara,0.0
Oristano,Chieti,0.0
Oristano,Isernia,0.0
Oristano,Lecce,0.0
Oristano,Potenza,0.0
Oristano,Matera,0.0
Oristano,Sassari,0.0
Oristano,Nuoro,0.0
Oristano,Cagliari,0.0
Oristano,Oristano,0.0
Oristano,Cosenza,0.0
Oristano,Massa,0.0
Oristano,Benevento,0.0
Oristano,Caserta,0.0
Oristano,Lucca,0.0
Oristano,Vicenza,0.0
Oristano,Belluno,0.0
Oristano,Crotone,0.0
Oristano,Salerno,0.0
Oristano,Prato,0.0
Oristano,Napoli,0.0
Oristano,Avellino,0.0
Oristano,Verona,0.0
Oristano,Reggio di Calabria,0.0
Oristano,Padova,0.0
Oristano,Campobasso,0.0
Oristano,Vibo Valentia,0.0
Oristano,Arezzo,0.0
Oristano,Catanzaro,0.0
Oristano,Pistoia,0.0
Oristano,Firenze,0.0
Oristano,Monza,0.0
Oristano,Livorno,0.0
Oristano,Venezia,0.0
Oristano,Rovigo,0.0
Oristano,Pisa,0.0
Oristano,Catania,0.0
Oristano,Trieste,0.0
Oristano,Foggia,0.0
Oristano,Caltanissetta,0.0
Oristano,Bari,0.0
Oristano,Siena,0.0
Oristano,Udine,0.0
Oristano,Taranto,0.0
Oristano,Siracusa,0.0
Oristano,Enna,0.0
Oristano,Trapani,0.0
Oristano,Agrigento,0.0
Oristano,Grosseto,0.0
Oristano,Brindisi,0.0
Oristano,Ragusa,0.0
Oristano,Perugia,0.0
Oristano,Terni,0.0
Oristano,Fermo,0.0
Oristano,Messina,0.0
Oristano,Palermo,0.0
Oristano,Barletta,0.0
Oristano,Forlì,0.0
Oristano,Pordenone,0.0
Oristano,Rimini,0.0
Oristano,Parma,0.0
Oristano,Macerata,0.0
Oristano,Modena,0.0
Oristano,Latina,0.0
Oristano,Ferrara,0.0
Oristano,Bologna,0.0
Oristano,Pesaro,0.0
Oristano,Ancona,0.0
Oristano,Piacenza,0.0
Oristano,Ascoli Piceno,0.0
Oristano,Reggio nell'Emilia,0.0
Oristano,Rieti,0.0
Oristano,Roma,0.0
Oristano,Ravenna,0.0
Oristano,Frosinone,0.0
Oristano,Novara,0.0
Oristano,Alessandria,0.0
Oristano,Viterbo,0.0
Oristano,Asti,0.0
Oristano,Biella,0.0
Oristano,Cusio,0.0
Oristano,Torino,0.0
Oristano,Cuneo,0.0
Oristano,Vercelli,0.0
Oristano,Savona,0.0
Oristano,Genova,0.0
Oristano,Imperia,0.0
Cosenza,La Spezia,0.0
Cosenza,Varese,0.0
Cosenza,Como,0.0
Cosenza,Lecco,0.0
Cosenza,Sondrio,0.0
Cosenza,Milano,0.0
Cosenza,Bergamo,0.0
Cosenza,Brescia,0.0
Cosenza,Pavia,0.0
Cosenza,Lodi,0.0
Cosenza,Cremona,0.0
Cosenza,Mantova,0.0
Cosenza,Bolzano,0.0
Cosenza,Trento,0.0
Cosenza,Treviso,0.0
Cosenza,Gorizia,0.0
Cosenza,L'Aquila,0.0
Cosenza,Teramo,0.0
Cosenza,Pescara,0.0
Cosenza,Chieti,0.0
Cosenza,Isernia,0.0
Cosenza,Lecce,0.0
Cosenza,Potenza,0.0
Cosenza,Matera,0.0
Cosenza,Sassari,0.0
Cosenza,Nuoro,0.0
Cosenza,Cagliari,0.0
Cosenza,Oristano,0.0
Cosenza,Cosenza,0.0
Cosenza,Massa,0.0
Cosenza,Benevento,0.0
Cosenza,Caserta,0.0
Cosenza,Lucca,0.0
Cosenza,Vicenza,0.0
Cosenza,Belluno,0.0
Cosenza,Crotone,0.0
Cosenza,Salerno,0.0
Cosenza,Prato,0.0
Cosenza,Napoli,0.0
Cosenza,Avellino,0.0
Cosenza,Verona,0.0
Cosenza,Reggio di Calabria,0.0
Cosenza,Padova,0.0
Cosenza,Campobasso,0.0
Cosenza,Vibo Valentia,0.0
Cosenza,Arezzo,0.0
Cosenza,Catanzaro,0.0
Cosenza,Pistoia,0.0
Cosenza,Firenze,0.0
Cosenza,Monza,0.0
Cosenza,Livorno,0.0
Cosenza,Venezia,0.0
Cosenza,Rovigo,0.0
Cosenza,Pisa,0.0
Cosenza,Catania,0.0
Cosenza,Trieste,0.0
Cosenza,Foggia,0.0
Cosenza,Caltanissetta,0.0
Cosenza,Bari,0.0
Cosenza,Siena,0.0
Cosenza,Udine,0.0
Cosenza,Taranto,0.0
Cosenza,Siracusa,0.0
Cosenza,Enna,0.0
Cosenza,Trapani,0.0
Cosenza,Agrigento,0.0
Cosenza,Grosseto,0.0
Cosenza,Brindisi,0.0
Cosenza,Ragusa,0.0
Cosenza,Perugia,0.0
Cosenza,Terni,0.0
Cosenza,Fermo,0.0
Cosenza,Messina,0.0
Cosenza,Palermo,0.0
Cosenza,Barletta,0.0
Cosenza,Forlì,0.0
Cosenza,Pordenone,0.0
Cosenza,Rimini,0.0
Cosenza,Parma,0.0
Cosenza,Macerata,0.0
Cosenza,Modena,0.0
Cosenza,Latina,0.0
Cosenza,Ferrara,0.0
Cosenza,Bologna,0.0
Cosenza,Pesaro,0.0
Cosenza,Ancona,0.0
Cosenza,Piacenza,0.0
Cosenza,Ascoli Piceno,0.0
Cosenza,Reggio nell'Emilia,0.0
Cosenza,Rieti,0.0
Cosenza,Roma,0.0
Cosenza,Ravenna,0.0
Cosenza,Frosinone,0.0
Cosenza,Novara,0.0
Cosenza,Alessandria,0.0
Cosenza,Viterbo,0.0
Cosenza,Asti,0.0
Cosenza,Biella,0.0
Cosenza,Cusio,0.0
Cosenza,Torino,0.0
Cosenza,Cuneo,0.0
Cosenza,Vercelli,0.0
Cosenza,Savona,0.0
Cosenza,Genova,0.0
Cosenza,Imperia,0.0
Massa,La Spezia,0.0
Massa,Varese,0.0
Massa,Como,0.0
Massa,Lecco,0.0
Massa,Sondrio,0.0
Massa,Milano,0.0
Massa,Bergamo,0.0
Massa,Brescia,0.0
Massa,Pavia,0.0
Massa,Lodi,0.0
Massa,Cremona,0.0
Massa,Mantova,0.0
Massa,Bolzano,0.0
Massa,Trento,0.0
Massa,Treviso,0.0
Massa,Gorizia,0.0
Massa,L'Aquila,0.0
Massa,Teramo,0.0
Massa,Pescara,0.0
Massa,Chieti,0.0
Massa,Isernia,0.0
Massa,Lecce,0.0
Massa,Potenza,0.0
Massa,Matera,0.0
Massa,Sassari,0.0
Massa,Nuoro,0.0
Massa,Cagliari,0.0
Massa,Oristano,0.0
Massa,Cosenza,0.0
Massa,Massa,0.0
Massa,Benevento,0.0
Massa,Caserta,0.0
Massa,Lucca,0.0
Massa,Vicenza,0.0
Massa,Belluno,0.0
Massa,Crotone,0.0
Massa,Salerno,0.0
Massa,Prato,0.0
Massa,Napoli,0.0
Massa,Avellino,0.0
Massa,Verona,0.0
Massa,Reggio di Calabria,0.0
Massa,Padova,0.0
Massa,Campobasso,0.0
Massa,Vibo Valentia,0.0
Massa,Arezzo,0.0
Massa,Catanzaro,0.0
Massa,Pistoia,0.0
Massa,Firenze,0.0
Massa,Monza,0.0
Massa,Livorno,0.0
Massa,Venezia,0.0
Massa,Rovigo,0.0
Massa,Pisa,0.0
Massa,Catania,0.0
Massa,Trieste,0.0
Massa,Foggia,0.0
Massa,Caltanissetta,0.0
Massa,Bari,0.0
Massa,Siena,0.0
Massa,Udine,0.0
Massa,Taranto,0.0
Massa,Siracusa,0.0
Massa,Enna,0.0
Massa,Trapani,0.0
Massa,Agrigento,0.0
Massa,Grosseto,0.0
Massa,Brindisi,0.0
Massa,Ragusa,0.0
Massa,Perugia,0.0
Massa,Terni,0.0
Massa,Fermo,0.0
Massa,Messina,0.0
Massa,Palermo,0.0
Massa,Barletta,0.0
Massa,Forlì,0.0
Massa,Pordenone,0.0
Massa,Rimini,0.0
Massa,Parma,0.0
Massa,Macerata,0.0
Massa,Modena,0.0
Massa,Latina,0.0
Massa,Ferrara,0.0
Massa,Bologna,0.0
Massa,Pesaro,0.0
Massa,Ancona,0.0
Massa,Piacenza,0.0
Massa,Ascoli Piceno,0.0
Massa,Reggio nell'Emilia,0.0
Massa,Rieti,0.0
Massa,Roma,0.0
Massa,Ravenna,0.0
Massa,Frosinone,0.0
Massa,Novara,0.0
Massa,Alessandria,0.0
Massa,Viterbo,0.0
Massa,Asti,0.0
Massa,Biella,0.0
Massa,Cusio,0.0
Massa,Torino,0.0
Massa,Cuneo,0.0
Massa,Vercelli,0.0
Massa,Savona,0.0
Massa,Genova,0.0
Massa,Imperia,0.0
Benevento,La Spezia,0.0
Benevento,Varese,0.0
Benevento,Como,0.0
Benevento,Lecco,0.0
Benevento,Sondrio,0.0
Benevento,Milano,0.0
Benevento,Bergamo,0.0
Benevento,Brescia,0.0
Benevento,Pavia,0.0
Benevento,Lodi,0.0
Benevento,Cremona,0.0
Benevento,Mantova,0.0
Benevento,Bolzano,0.0
Benevento,Trento,0.0
Benevento,Treviso,0.0
Benevento,Gorizia,0.0
Benevento,L'Aquila,0.0
Benevento,Teramo,0.0
Benevento,Pescara,0.0
Benevento,Chieti,0.0
Benevento,Isernia,0.0
Benevento,Lecce,0.0
Benevento,Potenza,0.0
Benevento,Matera,0.0
Benevento,Sassari,0.0
Benevento,Nuoro,0.0
Benevento,Cagliari,0.0
Benevento,Oristano,0.0
Benevento,Cosenza,0.0
Benevento,Massa,0.0
Benevento,Benevento,0.0
Benevento,Caserta,0.0
Benevento,Lucca,0.0
Benevento,Vicenza,0.0
Benevento,Belluno,0.0
Benevento,Crotone,0.0
Benevento,Salerno,0.0
Benevento,Prato,0.0
Benevento,Napoli,0.0
Benevento,Avellino,0.0
Benevento,Verona,0.0
Benevento,Reggio di Calabria,0.0
Benevento,Padova,0.0
Benevento,Campobasso,0.0
Benevento,Vibo Valentia,0.0
Benevento,Arezzo,0.0
Benevento,Catanzaro,0.0
Benevento,Pistoia,0.0
Benevento,Firenze,0.0
Benevento,Monza,0.0
Benevento,Livorno,0.0
Benevento,Venezia,0.0
Benevento,Rovigo,0.0
Benevento,Pisa,0.0
Benevento,Catania,0.0
Benevento,Trieste,0.0
Benevento,Foggia,0.0
Benevento,Caltanissetta,0.0
Benevento,Bari,0.0
Benevento,Siena,0.0
Benevento,Udine,0.0
Benevento,Taranto,0.0
Benevento,Siracusa,0.0
Benevento,Enna,0.0
Benevento,Trapani,0.0
Benevento,Agrigento,0.0
Benevento,Grosseto,0.0
Benevento,Brindisi,0.0
Benevento,Ragusa,0.0
Benevento,Perugia,0.0
Benevento,Terni,0.0
Benevento,Fermo,0.0
Benevento,Messina,0.0
Benevento,Palermo,0.0
Benevento,Barletta,0.0
Benevento,Forlì,0.0
Benevento,Pordenone,0.0
Benevento,Rimini,0.0
Benevento,Parma,0.0
Benevento,Macerata,0.0
Benevento,Modena,0.0
Benevento,Latina,0.0
Benevento,Ferrara,0.0
Benevento,Bologna,0.0
Benevento,Pesaro,0.0
Benevento,Ancona,0.0
Benevento,Piacenza,0.0
Benevento,Ascoli Piceno,0.0
Benevento,Reggio nell'Emilia,0.0
Benevento,Rieti,0.0
Benevento,Roma,0.0
Benevento,Ravenna,0.0
Benevento,Frosinone,0.0
Benevento,Novara,0.0
Benevento,Alessandria,0.0
Benevento,Viterbo,0.0
Benevento,Asti,0.0
Benevento,Biella,0.0
Benevento,Cusio,0.0
Benevento,Torino,0.0
Benevento,Cuneo,0.0
Benevento,Vercelli,0.0
Benevento,Savona,0.0
Benevento,Genova,0.0
Benevento,Imperia,0.0
Caserta,La Spezia,0.0
Caserta,Varese,0.0
Caserta,Como,0.0
Caserta,Lecco,0.0
Caserta,Sondrio,0.0
Caserta,Milano,0.0
Caserta,Bergamo,0.0
Caserta,Brescia,0.0
Caserta,Pavia,0.0
Caserta,Lodi,0.0
Caserta,Cremona,0.0
Caserta,Mantova,0.0
Caserta,Bolzano,0.0
Caserta,Trento,0.0
Caserta,Treviso,0.0
Caserta,Gorizia,0.0
Caserta,L'Aquila,0.0
Caserta,Teramo,0.0
Caserta,Pescara,0.0
Caserta,Chieti,0.0
Caserta,Isernia,0.0
Caserta,Lecce,0.0
Caserta,Potenza,0.0
Caserta,Matera,0.0
Caserta,Sassari,0.0
Caserta,Nuoro,0.0
Caserta,Cagliari,0.0
Caserta,Oristano,0.0
Caserta,Cosenza,0.0
Caserta,Massa,0.0
Caserta,Benevento,0.0
Caserta,Caserta,0.0
Caserta,Lucca,0.0
Caserta,Vicenza,0.0
Caserta,Belluno,0.0
Caserta,Crotone,0.0
Caserta,Salerno,0.0
Caserta,Prato,0.0
Caserta,Napoli,12849321.535946276
Caserta,Avellino,0.0
Caserta,Verona,0.0
Caserta,Reggio di Calabria,0.0
Caserta,Padova,0.0
Caserta,Campobasso,0.0
Caserta,Vibo Valentia,0.0
Caserta,Arezzo,0.0
Caserta,Catanzaro,0.0
Caserta,Pistoia,0.0
Caserta,Firenze,0.0
Caserta,Monza,0.0
Caserta,Livorno,0.0
Caserta,Venezia,0.0
Caserta,Rovigo,0.0
Caserta,Pisa,0.0
Caserta,Catania,0.0
Caserta,Trieste,0.0
Caserta,Foggia,0.0
Caserta,Caltanissetta,0.0
Caserta,Bari,0.0
Caserta,Siena,0.0
Caserta,Udine,0.0
Caserta,Taranto,0.0
Caserta,Siracusa,0.0
Caserta,Enna,0.0
Caserta,Trapani,0.0
Caserta,Agrigento,0.0
Caserta,Grosseto,0.0
Caserta,Brindisi,0.0
Caserta,Ragusa,0.0
Caserta,Perugia,0.0
Caserta,Terni,0.0
Caserta,Fermo,0.0
Caserta,Messina,0.0
Caserta,Palermo,0.0
Caserta,Barletta,0.0
Caserta,Forlì,0.0
Caserta,Pordenone,0.0
Caserta,Rimini,0.0
Caserta,Parma,0.0
Caserta,Macerata,0.0
Caserta,Modena,0.0
Caserta,Latina,0.0
Caserta,Ferrara,0.0
Caserta,Bologna,0.0
Caserta,Pesaro,0.0
Caserta,Ancona,0.0
Caserta,Piacenza,0.0
Caserta,Ascoli Piceno,0.0
Caserta,Reggio nell'Emilia,0.0
Caserta,Rieti,0.0
Caserta,Roma,0.0
Caserta,Ravenna,0.0
Caserta,Frosinone,0.0
Caserta,Novara,0.0
Caserta,Alessandria,0.0
Caserta,Viterbo,0.0
Caserta,Asti,0.0
Caserta,Biella,0.0
Caserta,Cusio,0.0
Caserta,Torino,0.0
Caserta,Cuneo,0.0
Caserta,Vercelli,0.0
Caserta,Savona,0.0
Caserta,Genova,0.0
Caserta,Imperia,0.0
Lucca,La Spezia,0.0
Lucca,Varese,0.0
Lucca,Como,0.0
Lucca,Lecco,0.0
Lucca,Sondrio,0.0
Lucca,Milano,6177791.574830336
Lucca,Bergamo,3799761.2486015116
Lucca,Brescia,5416738.0793639105
Lucca,Pavia,0.0
Lucca,Lodi,0.0
Lucca,Cremona,0.0
Lucca,Mantova,0.0
Lucca,Bolzano,0.0
Lucca,Trento,0.0
Lucca,Treviso,0.0
Lucca,Gorizia,0.0
Lucca,L'Aquila,0.0
Lucca,Teramo,0.0
Lucca,Pescara,0.0
Lucca,Chieti,0.0
Lucca,Isernia,0.0
Lucca,Lecce,0.0
Lucca,Potenza,0.0
Lucca,Matera,0.0
Lucca,Sassari,0.0
Lucca,Nuoro,0.0
Lucca,Cagliari,0.0
Lucca,Oristano,0.0
Lucca,Cosenza,0.0
Lucca,Massa,0.0
Lucca,Benevento,0.0
Lucca,Caserta,0.0
Lucca,Lucca,0.0
Lucca,Vicenza,0.0
Lucca,Belluno,0.0
Lucca,Crotone,0.0
Lucca,Salerno,0.0
Lucca,Prato,0.0
Lucca,Napoli,0.0
Lucca,Avellino,0.0
Lucca,Verona,0.0
Lucca,Reggio di Calabria,0.0
Lucca,Padova,0.0
Lucca,Campobasso,0.0
Lucca,Vibo Valentia,0.0
Lucca,Arezzo,0.0
Lucca,Catanzaro,0.0
Lucca,Pistoia,0.0
Lucca,Firenze,4970990.820688165
Lucca,Monza,0.0
Lucca,Livorno,0.0
Lucca,Venezia,0.0
Lucca,Rovigo,0.0
Lucca,Pisa,7337928.608243622
Lucca,Catania,0.0
Lucca,Trieste,0.0
Lucca,Foggia,0.0
Lucca,Caltanissetta,0.0
Lucca,Bari,0.0
Lucca,Siena,0.0
Lucca,Udine,0.0
Lucca,Taranto,0.0
Lucca,Siracusa,0.0
Lucca,Enna,0.0
Lucca,Trapani,0.0
Lucca,Agrigento,0.0
Lucca,Grosseto,0.0
Lucca,Brindisi,0.0
Lucca,Ragusa,0.0
Lucca,Perugia,0.0
Lucca,Terni,0.0
Lucca,Fermo,0.0
Lucca,Messina,0.0
Lucca,Palermo,0.0
Lucca,Barletta,0.0
Lucca,Forlì,0.0
Lucca,Pordenone,0.0
Lucca,Rimini,0.0
Lucca,Parma,0.0
Lucca,Macerata,0.0
Lucca,Modena,5228452.330201779
Lucca,Latina,0.0
Lucca,Ferrara,0.0
Lucca,Bologna,7018251.298922189
Lucca,Pesaro,0.0
Lucca,Ancona,0.0
Lucca,Piacenza,0.0
Lucca,Ascoli Piceno,0.0
Lucca,Reggio nell'Emilia,4665404.307617553
Lucca,Rieti,0.0
Lucca,Roma,0.0
Lucca,Ravenna,0.0
Lucca,Frosinone,0.0
Lucca,Novara,0.0
Lucca,Alessandria,0.0
Lucca,Viterbo,0.0
Lucca,Asti,0.0
Lucca,Biella,0.0
Lucca,Cusio,0.0
Lucca,Torino,5099721.089370236
Lucca,Cuneo,0.0
Lucca,Vercelli,0.0
Lucca,Savona,0.0
Lucca,Genova,0.0
Lucca,Imperia,0.0
Vicenza,La Spezia,0.0
Vicenza,Varese,16050942.150719143
Vicenza,Como,6954146.346732735
Vicenza,Lecco,12112251.209603714
Vicenza,Sondrio,0.0
Vicenza,Milano,46815379.4187855
Vicenza,Bergamo,37364596.691502385
Vicenza,Brescia,66555268.85142619
Vicenza,Pavia,6222701.721708711
Vicenza,Lodi,4073796.608677192
Vicenza,Cremona,10480881.43773715
Vicenza,Mantova,19602073.749937095
Vicenza,Bolzano,9407045.68096855
Vicenza,Trento,13448897.533293154
Vicenza,Treviso,59807060.802648
Vicenza,Gorizia,0.0
Vicenza,L'Aquila,0.0
